Date,Season,Road Team,,,Home Team,,Results,
"Wednesday, November 16, 2011",2011-12,Carolina Hurricanes,0,@,Montreal Canadiens,4,W,summary
"Thursday, November 17, 2011",2011-12,Montreal Canadiens,3,@,New York Islanders,4,L,summary
"Saturday, November 19, 2011",2011-12,New York Rangers,0,@,Montreal Canadiens,4,W,summary
"Monday, November 21, 2011",2011-12,Boston Bruins,1,@,Montreal Canadiens,0,L,summary
"Wednesday, November 23, 2011",2011-12,Montreal Canadiens,4,@,Carolina Hurricanes,3,W (SO),summary
"Friday, November 25, 2011",2011-12,Montreal Canadiens,1,@,Philadelphia Flyers,3,L,summary
"Saturday, November 26, 2011",2011-12,Pittsburgh Penguins,4,@,Montreal Canadiens,3,L,summary
"Wednesday, November 30, 2011",2011-12,Montreal Canadiens,1,@,Anaheim Mighty Ducks,4,L,summary
"Thursday, December 1, 2011",2011-12,Montreal Canadiens,3,@,San Jose Sharks,4,L (SO),summary
"Saturday, December 3, 2011",2011-12,Montreal Canadiens,2,@,Los Angeles Kings,1,W,summary
"Tuesday, December 6, 2011",2011-12,Columbus Blue Jackets,3,@,Montreal Canadiens,2,L (SO),summary
"Thursday, December 8, 2011",2011-12,Vancouver Canucks,4,@,Montreal Canadiens,3,L (SO),summary
"Saturday, December 10, 2011",2011-12,Montreal Canadiens,2,@,New Jersey Devils,1,W,summary
"Tuesday, December 13, 2011",2011-12,New York Islanders,3,@,Montreal Canadiens,5,W,summary
"Thursday, December 15, 2011",2011-12,Philadelphia Flyers,4,@,Montreal Canadiens,3,L,summary
"Saturday, December 17, 2011",2011-12,New Jersey Devils,5,@,Montreal Canadiens,3,L,summary
"Monday, December 19, 2011",2011-12,Montreal Canadiens,2,@,Boston Bruins,3,L,summary
"Wednesday, December 21, 2011",2011-12,Montreal Canadiens,1,@,Chicago Blackhawks,5,L,summary
"Thursday, December 22, 2011",2011-12,Montreal Canadiens,0,@,Winnipeg Jets,4,L,summary
"Tuesday, December 27, 2011",2011-12,Montreal Canadiens,6,@,Ottawa Senators,2,W,summary
"Thursday, December 29, 2011",2011-12,Montreal Canadiens,3,@,Tampa Bay Lightning,4,L,summary
"Saturday, December 31, 2011",2011-12,Montreal Canadiens,2,@,Florida Panthers,3,L,summary
"Wednesday, January 4, 2012",2011-12,Winnipeg Jets,3,@,Montreal Canadiens,7,W,summary
"Saturday, January 7, 2012",2011-12,Tampa Bay Lightning,1,@,Montreal Canadiens,3,W,summary
"Tuesday, January 10, 2012",2011-12,St.Louis Blues,3,@,Montreal Canadiens,0,L,summary
"Thursday, January 12, 2012",2011-12,Montreal Canadiens,1,@,Boston Bruins,2,L,summary
"Saturday, January 14, 2012",2011-12,Ottawa Senators,3,@,Montreal Canadiens,2,L (SO),summary
"Sunday, January 15, 2012",2011-12,New York Rangers,1,@,Montreal Canadiens,4,W,summary
"Wednesday, January 18, 2012",2011-12,Washington Capitals,3,@,Montreal Canadiens,0,L,summary
"Friday, January 20, 2012",2011-12,Montreal Canadiens,4,@,Pittsburgh Penguins,5,L (SO),summary
"Saturday, January 21, 2012",2011-12,Montreal Canadiens,3,@,Toronto Maple Leafs,1,W,summary
"Wednesday, January 25, 2012",2011-12,Detroit Red Wings,2,@,Montreal Canadiens,7,W,summary
"Tuesday, January 31, 2012",2011-12,Buffalo Sabres,3,@,Montreal Canadiens,1,L,summary
"Thursday, February 2, 2012",2011-12,Montreal Canadiens,3,@,New Jersey Devils,5,L,summary
"Saturday, February 4, 2012",2011-12,Washington Capitals,3,@,Montreal Canadiens,0,L,summary
"Sunday, February 5, 2012",2011-12,Winnipeg Jets,0,@,Montreal Canadiens,3,W,summary
"Tuesday, February 7, 2012",2011-12,Pittsburgh Penguins,2,@,Montreal Canadiens,3,W (SO),summary
"Thursday, February 9, 2012",2011-12,Montreal Canadiens,4,@,New York Islanders,2,W,summary
"Saturday, February 11, 2012",2011-12,Montreal Canadiens,5,@,Toronto Maple Leafs,0,W,summary
"Monday, February 13, 2012",2011-12,Carolina Hurricanes,5,@,Montreal Canadiens,3,L,summary
"Wednesday, February 15, 2012",2011-12,Boston Bruins,4,@,Montreal Canadiens,3,L (SO),summary
"Friday, February 17, 2012",2011-12,Montreal Canadiens,4,@,Buffalo Sabres,3,W (SO),summary
"Sunday, February 19, 2012",2011-12,New Jersey Devils,3,@,Montreal Canadiens,1,L,summary
"Tuesday, February 21, 2012",2011-12,Dallas Stars,3,@,Montreal Canadiens,0,L,summary
"Friday, February 24, 2012",2011-12,Montreal Canadiens,1,@,Washington Capitals,4,L,summary
"Sunday, February 26, 2012",2011-12,Montreal Canadiens,2,@,Florida Panthers,4,L,summary
"Tuesday, February 28, 2012",2011-12,Montreal Canadiens,1,@,Tampa Bay Lightning,2,L,summary
"Thursday, March 1, 2012",2011-12,Minnesota Wild,4,@,Montreal Canadiens,5,W (SO),summary
"Saturday, March 3, 2012",2011-12,Toronto Maple Leafs,3,@,Montreal Canadiens,1,L,summary
"Tuesday, March 6, 2012",2011-12,Montreal Canadiens,4,@,Calgary Flames,5,L,summary
"Thursday, March 8, 2012",2011-12,Montreal Canadiens,5,@,Edmonton Oilers,3,W,summary
"Saturday, March 10, 2012",2011-12,Montreal Canadiens,4,@,Vancouver Canucks,1,W,summary
"Monday, March 12, 2012",2011-12,Montreal Canadiens,2,@,Buffalo Sabres,3,L,summary
"Wednesday, March 14, 2012",2011-12,Ottawa Senators,2,@,Montreal Canadiens,3,W (SO),summary
"Friday, March 16, 2012",2011-12,Montreal Canadiens,1,@,Ottawa Senators,2,L,summary
"Saturday, March 17, 2012",2011-12,New York Islanders,3,@,Montreal Canadiens,2,L (SO),summary
"Wednesday, March 21, 2012",2011-12,Montreal Canadiens,0,@,Buffalo Sabres,3,L,summary
"Friday, March 23, 2012",2011-12,Ottawa Senators,1,@,Montreal Canadiens,5,W,summary
"Saturday, March 24, 2012",2011-12,Montreal Canadiens,1,@,Philadelphia Flyers,4,L,summary
"Tuesday, March 27, 2012",2011-12,Florida Panthers,3,@,Montreal Canadiens,2,L (SO),summary
"Friday, March 30, 2012",2011-12,Montreal Canadiens,1,@,New York Rangers,4,L,summary
"Saturday, March 31, 2012",2011-12,Montreal Canadiens,2,@,Washington Capitals,3,L (SO),summary
"Wednesday, April 4, 2012",2011-12,Tampa Bay Lightning,2,@,Montreal Canadiens,5,W,summary
"Thursday, April 5, 2012",2011-12,Montreal Canadiens,1,@,Carolina Hurricanes,2,L (SO),summary
"Saturday, April 7, 2012",2011-12,Toronto Maple Leafs,1,@,Montreal Canadiens,4,W,summary
"Saturday, January 19, 2013",2012-13,Toronto Maple Leafs,2,@,Montreal Canadiens,1,L,summary
"Tuesday, January 22, 2013",2012-13,Florida Panthers,1,@,Montreal Canadiens,4,W,summary
"Thursday, January 24, 2013",2012-13,Montreal Canadiens,4,@,Washington Capitals,1,W,summary
"Sunday, January 27, 2013",2012-13,New Jersey Devils,3,@,Montreal Canadiens,4,W,summary
"Tuesday, January 29, 2013",2012-13,Winnipeg Jets,3,@,Montreal Canadiens,4,W,summary
"Wednesday, January 30, 2013",2012-13,Montreal Canadiens,1,@,Ottawa Senators,5,L,summary
"Saturday, February 2, 2013",2012-13,Buffalo Sabres,1,@,Montreal Canadiens,6,W,summary
"Sunday, February 3, 2013",2012-13,Ottawa Senators,1,@,Montreal Canadiens,2,W,summary
"Wednesday, February 6, 2013",2012-13,Boston Bruins,2,@,Montreal Canadiens,1,L,summary
"Thursday, February 7, 2013",2012-13,Montreal Canadiens,4,@,Buffalo Sabres,5,L (SO),summary
"Saturday, February 9, 2013",2012-13,Toronto Maple Leafs,6,@,Montreal Canadiens,0,L,summary
"Tuesday, February 12, 2013",2012-13,Montreal Canadiens,4,@,Tampa Bay Lightning,3,W (SO),summary
"Thursday, February 14, 2013",2012-13,Montreal Canadiens,1,@,Florida Panthers,0,W,summary
"Saturday, February 16, 2013",2012-13,Philadelphia Flyers,1,@,Montreal Canadiens,4,W,summary
"Monday, February 18, 2013",2012-13,Carolina Hurricanes,0,@,Montreal Canadiens,3,W,summary
"Tuesday, February 19, 2013",2012-13,Montreal Canadiens,3,@,New York Rangers,1,W,summary
"Thursday, February 21, 2013",2012-13,New York Islanders,4,@,Montreal Canadiens,3,L,summary
"Saturday, February 23, 2013",2012-13,New York Rangers,0,@,Montreal Canadiens,3,W,summary
"Monday, February 25, 2013",2012-13,Montreal Canadiens,1,@,Ottawa Senators,2,L (SO),summary
"Wednesday, February 27, 2013",2012-13,Montreal Canadiens,5,@,Toronto Maple Leafs,2,W,summary
"Saturday, March 2, 2013",2012-13,Pittsburgh Penguins,7,@,Montreal Canadiens,6,L,summary
"Sunday, March 3, 2013",2012-13,Montreal Canadiens,4,@,Boston Bruins,3,W,summary
"Tuesday, March 5, 2013",2012-13,Montreal Canadiens,3,@,New York Islanders,6,L,summary
"Thursday, March 7, 2013",2012-13,Montreal Canadiens,4,@,Carolina Hurricanes,2,W,summary
"Saturday, March 9, 2013",2012-13,Montreal Canadiens,4,@,Tampa Bay Lightning,3,W,summary
"Sunday, March 10, 2013",2012-13,Montreal Canadiens,5,@,Florida Panthers,2,W,summary
"Wednesday, March 13, 2013",2012-13,Ottawa Senators,3,@,Montreal Canadiens,4,W (SO),summary
"Saturday, March 16, 2013",2012-13,Montreal Canadiens,2,@,New Jersey Devils,1,W,summary
"Tuesday, March 19, 2013",2012-13,Buffalo Sabres,3,@,Montreal Canadiens,2,L,summary
"Thursday, March 21, 2013",2012-13,Montreal Canadiens,5,@,New York Islanders,2,W,summary
"Saturday, March 23, 2013",2012-13,Buffalo Sabres,2,@,Montreal Canadiens,1,L,summary
"Tuesday, March 26, 2013",2012-13,Montreal Canadiens,0,@,Pittsburgh Penguins,1,L,summary
"Wednesday, March 27, 2013",2012-13,Montreal Canadiens,6,@,Boston Bruins,5,W (SO),summary
"Saturday, March 30, 2013",2012-13,New York Rangers,0,@,Montreal Canadiens,3,W,summary
"Monday, April 1, 2013",2012-13,Carolina Hurricanes,1,@,Montreal Canadiens,4,W,summary
"Wednesday, April 3, 2013",2012-13,Montreal Canadiens,3,@,Philadelphia Flyers,5,L,summary
"Thursday, April 4, 2013",2012-13,Winnipeg Jets,1,@,Montreal Canadiens,4,W,summary
"Saturday, April 6, 2013",2012-13,Boston Bruins,1,@,Montreal Canadiens,2,W,summary
"Tuesday, April 9, 2013",2012-13,Washington Capitals,3,@,Montreal Canadiens,2,L,summary
"Thursday, April 11, 2013",2012-13,Montreal Canadiens,5,@,Buffalo Sabres,1,W,summary
"Saturday, April 13, 2013",2012-13,Montreal Canadiens,1,@,Toronto Maple Leafs,5,L,summary
"Monday, April 15, 2013",2012-13,Philadelphia Flyers,7,@,Montreal Canadiens,3,L,summary
"Wednesday, April 17, 2013",2012-13,Montreal Canadiens,4,@,Pittsburgh Penguins,6,L,summary
"Thursday, April 18, 2013",2012-13,Tampa Bay Lightning,2,@,Montreal Canadiens,3,W,summary
"Saturday, April 20, 2013",2012-13,Washington Capitals,5,@,Montreal Canadiens,1,L,summary
"Tuesday, April 23, 2013",2012-13,Montreal Canadiens,2,@,New Jersey Devils,3,L,summary
"Thursday, April 25, 2013",2012-13,Montreal Canadiens,4,@,Winnipeg Jets,2,W,summary
"Saturday, April 27, 2013",2012-13,Montreal Canadiens,4,@,Toronto Maple Leafs,1,W,summary
"Tuesday, October 1, 2013",2013-14,Toronto Maple Leafs,4,@,Montreal Canadiens,3,L,summary
"Saturday, October 5, 2013",2013-14,Philadelphia Flyers,1,@,Montreal Canadiens,4,W,summary
"Wednesday, October 9, 2013",2013-14,Montreal Canadiens,2,@,Calgary Flames,3,L,summary
"Thursday, October 10, 2013",2013-14,Montreal Canadiens,4,@,Edmonton Oilers,1,W,summary
"Saturday, October 12, 2013",2013-14,Montreal Canadiens,4,@,Vancouver Canucks,1,W,summary
"Tuesday, October 15, 2013",2013-14,Montreal Canadiens,3,@,Winnipeg Jets,0,W,summary
"Thursday, October 17, 2013",2013-14,Columbus Blue Jackets,3,@,Montreal Canadiens,5,W,summary
"Saturday, October 19, 2013",2013-14,Nashville Predators,2,@,Montreal Canadiens,1,L,summary
"Tuesday, October 22, 2013",2013-14,Edmonton Oilers,4,@,Montreal Canadiens,3,L,summary
"Thursday, October 24, 2013",2013-14,Anaheim Mighty Ducks,1,@,Montreal Canadiens,4,W,summary
"Saturday, October 26, 2013",2013-14,San Jose Sharks,2,@,Montreal Canadiens,0,L,summary
"Monday, October 28, 2013",2013-14,Montreal Canadiens,2,@,New York Rangers,0,W,summary
"Tuesday, October 29, 2013",2013-14,Dallas Stars,1,@,Montreal Canadiens,2,W,summary
"Friday, November 1, 2013",2013-14,Montreal Canadiens,3,@,Minnesota Wild,4,L,summary
"Saturday, November 2, 2013",2013-14,Montreal Canadiens,1,@,Colorado Avalanche,4,L,summary
"Tuesday, November 5, 2013",2013-14,St.Louis Blues,3,@,Montreal Canadiens,2,L (SO),summary
"Thursday, November 7, 2013",2013-14,Montreal Canadiens,1,@,Ottawa Senators,4,L,summary
"Sunday, November 10, 2013",2013-14,New York Islanders,2,@,Montreal Canadiens,4,W,summary
"Tuesday, November 12, 2013",2013-14,Tampa Bay Lightning,2,@,Montreal Canadiens,1,L (SO),summary
"Friday, November 15, 2013",2013-14,Montreal Canadiens,3,@,Columbus Blue Jackets,2,W (SO),summary
"Saturday, November 16, 2013",2013-14,New York Rangers,1,@,Montreal Canadiens,0,L,summary
"Tuesday, November 19, 2013",2013-14,Minnesota Wild,2,@,Montreal Canadiens,6,W,summary
"Friday, November 22, 2013",2013-14,Montreal Canadiens,3,@,Washington Capitals,2,W,summary
"Saturday, November 23, 2013",2013-14,Pittsburgh Penguins,2,@,Montreal Canadiens,3,W,summary
"Wednesday, November 27, 2013",2013-14,Montreal Canadiens,3,@,Buffalo Sabres,1,W,summary
"Friday, November 29, 2013",2013-14,Montreal Canadiens,2,@,Washington Capitals,3,L (SO),summary
"Saturday, November 30, 2013",2013-14,Toronto Maple Leafs,2,@,Montreal Canadiens,4,W,summary
"Monday, December 2, 2013",2013-14,New Jersey Devils,2,@,Montreal Canadiens,3,W,summary
"Wednesday, December 4, 2013",2013-14,Montreal Canadiens,4,@,New Jersey Devils,3,W (SO),summary
"Thursday, December 5, 2013",2013-14,Boston Bruins,1,@,Montreal Canadiens,2,W,summary
"Saturday, December 7, 2013",2013-14,Buffalo Sabres,2,@,Montreal Canadiens,3,W,summary
"Tuesday, December 10, 2013",2013-14,Los Angeles Kings,6,@,Montreal Canadiens,0,L,summary
"Thursday, December 12, 2013",2013-14,Montreal Canadiens,1,@,Philadelphia Flyers,2,L,summary
"Saturday, December 14, 2013",2013-14,Montreal Canadiens,1,@,New York Islanders,0,W,summary
"Sunday, December 15, 2013",2013-14,Florida Panthers,2,@,Montreal Canadiens,1,L,summary
"Tuesday, December 17, 2013",2013-14,Phoenix Coyotes,1,@,Montreal Canadiens,3,W,summary
"Thursday, December 19, 2013",2013-14,Montreal Canadiens,1,@,St.Louis Blues,5,L,summary
"Saturday, December 21, 2013",2013-14,Montreal Canadiens,4,@,Nashville Predators,3,W,summary
"Saturday, December 28, 2013",2013-14,Montreal Canadiens,2,@,Tampa Bay Lightning,1,W (SO),summary
"Sunday, December 29, 2013",2013-14,Montreal Canadiens,1,@,Florida Panthers,4,L,summary
"Tuesday, December 31, 2013",2013-14,Montreal Canadiens,4,@,Carolina Hurricanes,5,L,summary
"Thursday, January 2, 2014",2013-14,Montreal Canadiens,6,@,Dallas Stars,4,W,summary
"Saturday, January 4, 2014",2013-14,Ottawa Senators,4,@,Montreal Canadiens,3,L,summary
"Monday, January 6, 2014",2013-14,Florida Panthers,1,@,Montreal Canadiens,2,W,summary
"Wednesday, January 8, 2014",2013-14,Montreal Canadiens,1,@,Philadelphia Flyers,3,L,summary
"Saturday, January 11, 2014",2013-14,Chicago Blackhawks,1,@,Montreal Canadiens,2,W,summary
"Tuesday, January 14, 2014",2013-14,New Jersey Devils,4,@,Montreal Canadiens,1,L,summary
"Thursday, January 16, 2014",2013-14,Montreal Canadiens,5,@,Ottawa Senators,4,W,summary
"Saturday, January 18, 2014",2013-14,Montreal Canadiens,3,@,Toronto Maple Leafs,5,L,summary
"Wednesday, January 22, 2014",2013-14,Montreal Canadiens,1,@,Pittsburgh Penguins,5,L,summary
"Friday, January 24, 2014",2013-14,Montreal Canadiens,1,@,Detroit Red Wings,4,L,summary
"Saturday, January 25, 2014",2013-14,Washington Capitals,5,@,Montreal Canadiens,0,L,summary
"Tuesday, January 28, 2014",2013-14,Carolina Hurricanes,0,@,Montreal Canadiens,3,W,summary
"Thursday, January 30, 2014",2013-14,Montreal Canadiens,4,@,Boston Bruins,1,W,summary
"Saturday, February 1, 2014",2013-14,Tampa Bay Lightning,2,@,Montreal Canadiens,1,L,summary
"Sunday, February 2, 2014",2013-14,Winnipeg Jets,2,@,Montreal Canadiens,1,L,summary
"Tuesday, February 4, 2014",2013-14,Calgary Flames,0,@,Montreal Canadiens,2,W,summary
"Thursday, February 6, 2014",2013-14,Vancouver Canucks,2,@,Montreal Canadiens,5,W,summary
"Saturday, February 8, 2014",2013-14,Montreal Canadiens,4,@,Carolina Hurricanes,1,W,summary
"Wednesday, February 26, 2014",2013-14,Detroit Red Wings,2,@,Montreal Canadiens,1,L,summary
"Thursday, February 27, 2014",2013-14,Montreal Canadiens,6,@,Pittsburgh Penguins,5,W (SO),summary
"Saturday, March 1, 2014",2013-14,Toronto Maple Leafs,3,@,Montreal Canadiens,4,W,summary
"Monday, March 3, 2014",2013-14,Montreal Canadiens,1,@,Los Angeles Kings,2,L,summary
"Wednesday, March 5, 2014",2013-14,Montreal Canadiens,4,@,Anaheim Mighty Ducks,3,W (SO),summary
"Thursday, March 6, 2014",2013-14,Montreal Canadiens,2,@,Phoenix Coyotes,5,L,summary
"Saturday, March 8, 2014",2013-14,Montreal Canadiens,0,@,San Jose Sharks,4,L,summary
"Wednesday, March 12, 2014",2013-14,Boston Bruins,4,@,Montreal Canadiens,1,L,summary
"Saturday, March 15, 2014",2013-14,Ottawa Senators,4,@,Montreal Canadiens,5,W,summary
"Sunday, March 16, 2014",2013-14,Montreal Canadiens,2,@,Buffalo Sabres,0,W,summary
"Tuesday, March 18, 2014",2013-14,Colorado Avalanche,3,@,Montreal Canadiens,6,W,summary
"Thursday, March 20, 2014",2013-14,Columbus Blue Jackets,3,@,Montreal Canadiens,2,L,summary
"Saturday, March 22, 2014",2013-14,Montreal Canadiens,4,@,Toronto Maple Leafs,3,W,summary
"Monday, March 24, 2014",2013-14,Montreal Canadiens,2,@,Boston Bruins,1,W (SO),summary
"Tuesday, March 25, 2014",2013-14,Buffalo Sabres,0,@,Montreal Canadiens,2,W,summary
"Thursday, March 27, 2014",2013-14,Montreal Canadiens,5,@,Detroit Red Wings,4,W,summary
"Saturday, March 29, 2014",2013-14,Montreal Canadiens,4,@,Florida Panthers,1,W,summary
"Tuesday, April 1, 2014",2013-14,Montreal Canadiens,1,@,Tampa Bay Lightning,3,L,summary
"Friday, April 4, 2014",2013-14,Montreal Canadiens,7,@,Ottawa Senators,4,W,summary
"Saturday, April 5, 2014",2013-14,Detroit Red Wings,3,@,Montreal Canadiens,5,W,summary
"Wednesday, April 9, 2014",2013-14,Montreal Canadiens,2,@,Chicago Blackhawks,3,L,summary
"Thursday, April 10, 2014",2013-14,New York Islanders,2,@,Montreal Canadiens,0,L,summary
"Saturday, April 12, 2014",2013-14,New York Rangers,0,@,Montreal Canadiens,1,W,summary
"Wednesday, October 8, 2014",2014-15,Montreal Canadiens,4,@,Toronto Maple Leafs,3,W,summary
"Thursday, October 9, 2014",2014-15,Montreal Canadiens,2,@,Washington Capitals,1,W (SO),summary
"Saturday, October 11, 2014",2014-15,Montreal Canadiens,4,@,Philadelphia Flyers,3,W (SO),summary
"Thursday, October 16, 2014",2014-15,Boston Bruins,4,@,Montreal Canadiens,6,W,summary
"Saturday, October 18, 2014",2014-15,Colorado Avalanche,2,@,Montreal Canadiens,3,W,summary
"Tuesday, October 21, 2014",2014-15,Detroit Red Wings,1,@,Montreal Canadiens,2,W,summary
"Saturday, October 25, 2014",2014-15,New York Rangers,1,@,Montreal Canadiens,3,W,summary
"Monday, October 27, 2014",2014-15,Montreal Canadiens,0,@,Edmonton Oilers,3,L,summary
"Tuesday, October 28, 2014",2014-15,Montreal Canadiens,2,@,Calgary Flames,1,W (SO),summary
"Thursday, October 30, 2014",2014-15,Montreal Canadiens,2,@,Vancouver Canucks,3,L,summary
"Sunday, November 2, 2014",2014-15,Calgary Flames,6,@,Montreal Canadiens,2,L,summary
"Tuesday, November 4, 2014",2014-15,Chicago Blackhawks,5,@,Montreal Canadiens,0,L,summary
"Wednesday, November 5, 2014",2014-15,Montreal Canadiens,2,@,Buffalo Sabres,1,W (SO),summary
"Saturday, November 8, 2014",2014-15,Minnesota Wild,1,@,Montreal Canadiens,4,W,summary
"Tuesday, November 11, 2014",2014-15,Winnipeg Jets,0,@,Montreal Canadiens,3,W,summary
"Thursday, November 13, 2014",2014-15,Boston Bruins,1,@,Montreal Canadiens,5,W,summary
"Saturday, November 15, 2014",2014-15,Philadelphia Flyers,3,@,Montreal Canadiens,6,W,summary
"Sunday, November 16, 2014",2014-15,Montreal Canadiens,4,@,Detroit Red Wings,1,W,summary
"Tuesday, November 18, 2014",2014-15,Pittsburgh Penguins,4,@,Montreal Canadiens,0,L,summary
"Thursday, November 20, 2014",2014-15,St.Louis Blues,1,@,Montreal Canadiens,4,W,summary
"Saturday, November 22, 2014",2014-15,Montreal Canadiens,2,@,Boston Bruins,0,W,summary
"Sunday, November 23, 2014",2014-15,Montreal Canadiens,0,@,New York Rangers,5,L,summary
"Friday, November 28, 2014",2014-15,Montreal Canadiens,1,@,Buffalo Sabres,2,L,summary
"Saturday, November 29, 2014",2014-15,Buffalo Sabres,4,@,Montreal Canadiens,3,L (SO),summary
"Monday, December 1, 2014",2014-15,Montreal Canadiens,4,@,Colorado Avalanche,3,W,summary
"Wednesday, December 3, 2014",2014-15,Montreal Canadiens,1,@,Minnesota Wild,2,L,summary
"Friday, December 5, 2014",2014-15,Montreal Canadiens,3,@,Chicago Blackhawks,4,L,summary
"Saturday, December 6, 2014",2014-15,Montreal Canadiens,1,@,Dallas Stars,4,L,summary
"Tuesday, December 9, 2014",2014-15,Vancouver Canucks,1,@,Montreal Canadiens,3,W,summary
"Friday, December 12, 2014",2014-15,Los Angeles Kings,2,@,Montreal Canadiens,6,W,summary
"Tuesday, December 16, 2014",2014-15,Carolina Hurricanes,1,@,Montreal Canadiens,4,W,summary
"Thursday, December 18, 2014",2014-15,Anaheim Mighty Ducks,2,@,Montreal Canadiens,1,L,summary
"Saturday, December 20, 2014",2014-15,Ottawa Senators,1,@,Montreal Canadiens,4,W,summary
"Tuesday, December 23, 2014",2014-15,Montreal Canadiens,3,@,New York Islanders,1,W,summary
"Monday, December 29, 2014",2014-15,Montreal Canadiens,3,@,Carolina Hurricanes,1,W,summary
"Tuesday, December 30, 2014",2014-15,Montreal Canadiens,2,@,Florida Panthers,1,W (SO),summary
"Friday, January 2, 2015",2014-15,Montreal Canadiens,4,@,New Jersey Devils,2,W,summary
"Saturday, January 3, 2015",2014-15,Montreal Canadiens,4,@,Pittsburgh Penguins,1,W,summary
"Tuesday, January 6, 2015",2014-15,Tampa Bay Lightning,4,@,Montreal Canadiens,2,L,summary
"Saturday, January 10, 2015",2014-15,Pittsburgh Penguins,2,@,Montreal Canadiens,1,L,summary
"Wednesday, January 14, 2015",2014-15,Montreal Canadiens,3,@,Columbus Blue Jackets,2,W,summary
"Thursday, January 15, 2015",2014-15,Montreal Canadiens,1,@,Ottawa Senators,4,L,summary
"Saturday, January 17, 2015",2014-15,New York Islanders,4,@,Montreal Canadiens,6,W,summary
"Tuesday, January 20, 2015",2014-15,Nashville Predators,1,@,Montreal Canadiens,2,W,summary
"Tuesday, January 27, 2015",2014-15,Dallas Stars,2,@,Montreal Canadiens,3,W,summary
"Thursday, January 29, 2015",2014-15,Montreal Canadiens,1,@,New York Rangers,0,W,summary
"Saturday, January 31, 2015",2014-15,Washington Capitals,0,@,Montreal Canadiens,1,W,summary
"Sunday, February 1, 2015",2014-15,Arizona Coyotes,3,@,Montreal Canadiens,2,L,summary
"Tuesday, February 3, 2015",2014-15,Buffalo Sabres,3,@,Montreal Canadiens,2,L,summary
"Saturday, February 7, 2015",2014-15,New Jersey Devils,2,@,Montreal Canadiens,6,W,summary
"Sunday, February 8, 2015",2014-15,Montreal Canadiens,3,@,Boston Bruins,1,W,summary
"Tuesday, February 10, 2015",2014-15,Philadelphia Flyers,1,@,Montreal Canadiens,2,W,summary
"Thursday, February 12, 2015",2014-15,Edmonton Oilers,4,@,Montreal Canadiens,3,L,summary
"Saturday, February 14, 2015",2014-15,Toronto Maple Leafs,1,@,Montreal Canadiens,2,W (SO),summary
"Monday, February 16, 2015",2014-15,Montreal Canadiens,2,@,Detroit Red Wings,0,W,summary
"Wednesday, February 18, 2015",2014-15,Montreal Canadiens,2,@,Ottawa Senators,4,L,summary
"Thursday, February 19, 2015",2014-15,Florida Panthers,3,@,Montreal Canadiens,2,L (SO),summary
"Saturday, February 21, 2015",2014-15,Columbus Blue Jackets,1,@,Montreal Canadiens,3,W,summary
"Tuesday, February 24, 2015",2014-15,Montreal Canadiens,5,@,St.Louis Blues,2,W,summary
"Thursday, February 26, 2015",2014-15,Montreal Canadiens,5,@,Columbus Blue Jackets,2,W,summary
"Saturday, February 28, 2015",2014-15,Toronto Maple Leafs,0,@,Montreal Canadiens,4,W,summary
"Monday, March 2, 2015",2014-15,Montreal Canadiens,0,@,San Jose Sharks,4,L,summary
"Wednesday, March 4, 2015",2014-15,Montreal Canadiens,1,@,Anaheim Mighty Ducks,3,L,summary
"Thursday, March 5, 2015",2014-15,Montreal Canadiens,3,@,Los Angeles Kings,4,L (SO),summary
"Saturday, March 7, 2015",2014-15,Montreal Canadiens,2,@,Arizona Coyotes,0,W,summary
"Tuesday, March 10, 2015",2014-15,Tampa Bay Lightning,1,@,Montreal Canadiens,0,L,summary
"Thursday, March 12, 2015",2014-15,Ottawa Senators,5,@,Montreal Canadiens,2,L,summary
"Saturday, March 14, 2015",2014-15,Montreal Canadiens,3,@,New York Islanders,1,W,summary
"Monday, March 16, 2015",2014-15,Montreal Canadiens,2,@,Tampa Bay Lightning,4,L,summary
"Tuesday, March 17, 2015",2014-15,Montreal Canadiens,3,@,Florida Panthers,2,W,summary
"Thursday, March 19, 2015",2014-15,Carolina Hurricanes,0,@,Montreal Canadiens,4,W,summary
"Saturday, March 21, 2015",2014-15,San Jose Sharks,0,@,Montreal Canadiens,2,W,summary
"Tuesday, March 24, 2015",2014-15,Montreal Canadiens,2,@,Nashville Predators,3,L,summary
"Thursday, March 26, 2015",2014-15,Montreal Canadiens,2,@,Winnipeg Jets,5,L,summary
"Saturday, March 28, 2015",2014-15,Florida Panthers,2,@,Montreal Canadiens,3,W,summary
"Monday, March 30, 2015",2014-15,Tampa Bay Lightning,5,@,Montreal Canadiens,3,L,summary
"Thursday, April 2, 2015",2014-15,Washington Capitals,5,@,Montreal Canadiens,4,L (SO),summary
"Friday, April 3, 2015",2014-15,Montreal Canadiens,2,@,New Jersey Devils,3,L (SO),summary
"Sunday, April 5, 2015",2014-15,Montreal Canadiens,4,@,Florida Panthers,1,W,summary
"Monday, October 13, 2014",2014-15,Montreal Canadiens,1,@,Tampa Bay Lightning,7,L,summary
"Thursday, April 9, 2015",2014-15,Detroit Red Wings,3,@,Montreal Canadiens,4,W,summary
"Saturday, April 11, 2015",2014-15,Montreal Canadiens,4,@,Toronto Maple Leafs,3,W (SO),summary
